p,b,f,s,u,r,eq,cash,mtm,real,unreal,fees,n,sett,w,l,trips,wr,dd,roi,mkts,open,t0,t1
sim-b002-099,batch-002,favorite_band,favorite-band-b002-099,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-100,batch-002,favorite_band,favorite-band-b002-100,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b007-059,batch-007,take_profit_favorite,take-profit-favorite-b007-059,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b007-064,batch-007,take_profit_favorite,take-profit-favorite-b007-064,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b007-069,batch-007,take_profit_favorite,take-profit-favorite-b007-069,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b008-055,batch-008,volatility_gate,volatility-gate-b008-055,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-043,batch-009,entry_timing_band,entry-timing-band-b009-043,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-044,batch-009,entry_timing_band,entry-timing-band-b009-044,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-053,batch-009,entry_timing_band,entry-timing-band-b009-053,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-054,batch-009,entry_timing_band,entry-timing-band-b009-054,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-063,batch-009,entry_timing_band,entry-timing-band-b009-063,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-064,batch-009,entry_timing_band,entry-timing-band-b009-064,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-073,batch-009,entry_timing_band,entry-timing-band-b009-073,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-074,batch-009,entry_timing_band,entry-timing-band-b009-074,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-083,batch-009,entry_timing_band,entry-timing-band-b009-083,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b009-084,batch-009,entry_timing_band,entry-timing-band-b009-084,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b014-019,batch-014,time_age_max,time-age-max-b014-019,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b014-023,batch-014,time_age_max,time-age-max-b014-023,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b014-067,batch-014,time_utc_hour,time-utc-hour-b014-067,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b015-053,batch-015,liquidity_gate,liquidity-gate-b015-053,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b015-055,batch-015,liquidity_gate,liquidity-gate-b015-055,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b015-057,batch-015,liquidity_gate,liquidity-gate-b015-057,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b015-093,batch-015,placebo_liquidity_gate,placebo-liquidity-gate-b015-093,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b018-082,batch-018,exit_hold_control,exit-hold-control-b018-082,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b019-061,batch-019,ablation_noisy_price,ablation-noisy-price-b019-061,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b019-063,batch-019,ablation_noisy_price,ablation-noisy-price-b019-063,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b020-035,batch-020,consensus_favorite,consensus-favorite-b020-035,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b008-053,batch-008,volatility_gate,volatility-gate-b008-053,nobel_settled,913,9897.3100,9897.3100,0.0000,-102.6900,0.0000,3.1400,1,1,0,1,1,0.0000,102.6900,-0.0103,1,0,1760101200,1760101200
sim-b008-056,batch-008,volatility_gate,volatility-gate-b008-056,nobel_settled,913,9897.3100,9897.3100,0.0000,-102.6900,0.0000,3.1400,1,1,0,1,1,0.0000,102.6900,-0.0103,1,0,1760101200,1760101200
sim-b012-054,batch-012,longshot_no_writer,longshot-no-writer-b012-054,nobel_settled,915,9896.6600,9896.6600,0.0000,-103.3400,0.0000,14.6300,52,52,49,3,52,0.9423,5102.3400,-0.0103,52,0,1694059200,1760374800
sim-b016-016,batch-016,tsmom_window,tsmom-window-b016-016,nobel_settled,916,9895.8900,9895.8900,0.0000,-104.1100,0.0000,13.1800,8,8,6,2,8,0.7500,669.1100,-0.0104,8,0,1733288400,1760349600
sim-b019-036,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-036,nobel_settled,917,9895.8000,9895.8000,0.0000,-104.2000,0.0000,14.5600,52,52,49,3,52,0.9423,5102.2000,-0.0104,52,0,1694059200,1760378400
sim-b011-009,batch-011,event_normalized,event-normalized-b011-009,nobel_settled,918,9895.3500,9895.3500,0.0000,-104.6500,0.0000,4.8300,1,1,0,1,1,0.0000,104.6500,-0.0105,1,0,1759982400,1759982400
sim-b011-010,batch-011,event_normalized,event-normalized-b011-010,nobel_settled,918,9895.3500,9895.3500,0.0000,-104.6500,0.0000,4.8300,1,1,0,1,1,0.0000,104.6500,-0.0105,1,0,1759982400,1759982400
sim-b013-080,batch-013,uniform_field_prior,uniform-field-prior-b013-080,nobel_settled,918,9895.3500,9895.3500,0.0000,-104.6500,0.0000,4.8300,1,1,0,1,1,0.0000,104.6500,-0.0105,1,0,1760068800,1760068800
sim-b013-082,batch-013,uniform_field_prior,uniform-field-prior-b013-082,nobel_settled,918,9895.3500,9895.3500,0.0000,-104.6500,0.0000,4.8300,1,1,0,1,1,0.0000,104.6500,-0.0105,1,0,1760068800,1760068800
sim-b012-055,batch-012,longshot_no_writer,longshot-no-writer-b012-055,nobel_settled,922,9894.6200,9894.6200,0.0000,-105.3800,0.0000,14.4900,53,53,50,3,53,0.9434,5202.3800,-0.0105,53,0,1693540800,1760374800
sim-b019-051,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-051,nobel_settled,922,9894.6200,9894.6200,0.0000,-105.3800,0.0000,14.4900,53,53,50,3,53,0.9434,5202.3800,-0.0105,53,0,1693540800,1760374800
sim-b019-052,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-052,nobel_settled,922,9894.6200,9894.6200,0.0000,-105.3800,0.0000,14.4900,53,53,50,3,53,0.9434,5202.3800,-0.0105,53,0,1693540800,1760374800
sim-b019-018,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-018,nobel_settled,925,9892.8000,9892.8000,0.0000,-107.2000,0.0000,19.3200,38,38,35,3,38,0.9211,3704.2000,-0.0107,38,0,1694059200,1760382000
sim-b017-030,batch-017,fixed_contracts,fixed-contracts-b017-030,nobel_settled,926,9892.7800,9892.7800,0.0000,-107.2200,0.0000,14.3500,52,52,49,3,52,0.9423,5102.2200,-0.0107,52,0,1694059200,1760374800
sim-b017-032,batch-017,fixed_contracts,fixed-contracts-b017-032,nobel_settled,926,9892.7800,9892.7800,0.0000,-107.2200,0.0000,14.3500,52,52,49,3,52,0.9423,5102.2200,-0.0107,52,0,1694059200,1760374800
sim-b017-056,batch-017,payout_target_size,payout-target-size-b017-056,nobel_settled,926,9892.7800,9892.7800,0.0000,-107.2200,0.0000,14.3500,52,52,49,3,52,0.9423,5102.2200,-0.0107,52,0,1694059200,1760374800
sim-b019-033,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-033,nobel_settled,926,9892.7800,9892.7800,0.0000,-107.2200,0.0000,14.3500,52,52,49,3,52,0.9423,5102.2200,-0.0107,52,0,1694059200,1760374800
sim-b019-014,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-014,nobel_settled,930,9892.6900,9892.6900,0.0000,-107.3100,0.0000,19.3200,38,38,35,3,38,0.9211,3704.3100,-0.0107,38,0,1694059200,1760374800
sim-b019-050,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-050,nobel_settled,931,9891.7400,9891.7400,0.0000,-108.2600,0.0000,14.2800,52,52,49,3,52,0.9423,5102.2600,-0.0108,52,0,1694059200,1760374800
sim-b017-028,batch-017,fixed_contracts,fixed-contracts-b017-028,nobel_settled,932,9891.3200,9891.3200,0.0000,-108.6800,0.0000,13.6800,52,52,49,3,52,0.9423,4908.6800,-0.0109,52,0,1694059200,1760374800
sim-b017-054,batch-017,payout_target_size,payout-target-size-b017-054,nobel_settled,932,9891.3200,9891.3200,0.0000,-108.6800,0.0000,13.6800,52,52,49,3,52,0.9423,4908.6800,-0.0109,52,0,1694059200,1760374800
sim-b019-016,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-016,nobel_settled,934,9890.6700,9890.6700,0.0000,-109.3300,0.0000,19.1800,38,38,35,3,38,0.9211,3704.3300,-0.0109,38,0,1694059200,1760378400
sim-b014-076,batch-014,time_weekday,time-weekday-b014-076,nobel_settled,935,9889.9000,9889.9000,0.0000,-110.1000,0.0000,14.1400,51,51,48,3,51,0.9412,5002.1000,-0.0110,51,0,1694059200,1760374800
sim-b019-088,batch-019,ablation_trade_print_gate,ablation-trade-print-gate-b019-088,nobel_settled,936,9888.3200,9888.3200,0.0000,-111.6800,0.0000,14.0000,47,47,44,3,47,0.9362,4601.6800,-0.0112,47,0,1694232000,1760374800
sim-b001-074,batch-001,null_model,null-model-b001-074,nobel_settled,937,9884.6600,9884.6600,0.0000,-115.3400,0.0000,37.9900,28,28,13,15,28,0.4643,1879.3400,-0.0115,28,0,1735621200,1760655600
sim-b014-060,batch-014,time_utc_hour,time-utc-hour-b014-060,nobel_settled,938,9884.5200,9884.5200,0.0000,-115.4800,0.0000,13.7900,50,50,47,3,50,0.9400,4895.4800,-0.0115,50,0,1694059200,1760400000
sim-b011-062,batch-011,event_field_no,event-field-no-b011-062,nobel_settled,939,9883.7000,9883.7000,0.0000,-116.3000,0.0000,13.7200,51,51,48,3,51,0.9412,5001.3000,-0.0116,51,0,1694059200,1760349600
sim-b016-071,batch-016,range_breakout,range-breakout-b016-071,nobel_settled,940,9883.0300,9883.0300,0.0000,-116.9700,0.0000,49.8400,41,41,30,11,41,0.7317,3661.9700,-0.0117,41,0,1695873600,1760205600
sim-b014-002,batch-014,time_age_min,time-age-min-b014-002,nobel_settled,941,9882.0000,9882.0000,0.0000,-118.0000,0.0000,13.5800,51,51,48,3,51,0.9412,5003.0000,-0.0118,51,0,1694059200,1760374800
sim-b016-057,batch-016,bollinger_revert,bollinger-revert-b016-057,nobel_settled,942,9881.0000,9881.0000,0.0000,-119.0000,0.0000,79.0400,40,40,16,24,40,0.4000,2529.0000,-0.0119,40,0,1694059200,1760349600
sim-b009-007,batch-009,breakout_hold,breakout-hold-b009-007,nobel_settled,943,9880.4000,9880.4000,0.0000,-119.6000,0.0000,59.7700,14,14,2,12,14,0.1429,1119.6000,-0.0120,14,0,1696305600,1760065200
sim-b009-008,batch-009,breakout_hold,breakout-hold-b009-008,nobel_settled,943,9880.4000,9880.4000,0.0000,-119.6000,0.0000,59.7700,14,14,2,12,14,0.1429,1119.6000,-0.0120,14,0,1696305600,1760065200
sim-b009-009,batch-009,breakout_hold,breakout-hold-b009-009,nobel_settled,943,9880.4000,9880.4000,0.0000,-119.6000,0.0000,59.7700,14,14,2,12,14,0.1429,1119.6000,-0.0120,14,0,1696305600,1760065200
sim-b019-091,batch-019,ablation_trade_print_gate,ablation-trade-print-gate-b019-091,nobel_settled,946,9880.1600,9880.1600,0.0000,-119.8400,0.0000,13.5100,51,51,48,3,51,0.9412,5001.8400,-0.0120,51,0,1694059200,1760414400
sim-b015-064,batch-015,illiquidity_gate,illiquidity-gate-b015-064,nobel_settled,947,9876.4400,9876.4400,0.0000,-123.5600,0.0000,13.2300,50,50,47,3,50,0.9400,4901.5600,-0.0124,50,0,1694059200,1760349600
sim-b014-080,batch-014,time_weekday,time-weekday-b014-080,nobel_settled,948,9876.2400,9876.2400,0.0000,-123.7600,0.0000,13.1600,48,48,45,3,48,0.9375,4700.7600,-0.0124,48,0,1694232000,1760202000
sim-b015-052,batch-015,liquidity_gate,liquidity-gate-b015-052,nobel_settled,949,9873.1500,9873.1500,0.0000,-126.8500,0.0000,13.0200,40,40,37,3,40,0.9250,3903.8500,-0.0127,40,0,1696478400,1760374800
sim-b001-069,batch-001,null_model,null-model-b001-069,nobel_settled,950,9871.1100,9871.1100,0.0000,-128.8900,0.0000,45.4100,32,32,12,20,32,0.3750,1807.8900,-0.0129,32,0,1734843600,1760623200
sim-b011-068,batch-011,event_field_no,event-field-no-b011-068,nobel_settled,951,9869.2000,9869.2000,0.0000,-130.8000,0.0000,5.4600,36,36,34,2,36,0.9444,3501.8000,-0.0131,36,0,1741838400,1760349600
sim-b011-067,batch-011,event_field_no,event-field-no-b011-067,nobel_settled,952,9864.3000,9864.3000,0.0000,-135.7000,0.0000,5.1100,35,35,33,2,35,0.9429,3401.7000,-0.0136,35,0,1741838400,1760349600
sim-b015-062,batch-015,illiquidity_gate,illiquidity-gate-b015-062,nobel_settled,953,9862.3400,9862.3400,0.0000,-137.6600,0.0000,12.2500,47,47,44,3,47,0.9362,4599.6600,-0.0138,47,0,1694059200,1760202000
sim-b001-017,batch-001,null_model,null-model-b001-017,nobel_settled,954,9859.0200,9859.0200,0.0000,-140.9800,0.0000,61.3500,49,49,27,22,49,0.5510,3434.9800,-0.0141,49,0,1696046400,1760630400
sim-b016-012,batch-016,ma_crossover,ma-crossover-b016-012,nobel_settled,955,9856.7300,9856.7300,0.0000,-143.2700,0.0000,12.7800,5,5,3,2,5,0.6000,396.2700,-0.0143,5,0,1695873600,1760137200
sim-b001-007,batch-001,null_model,null-model-b001-007,nobel_settled,956,9856.6100,9856.6100,0.0000,-143.3900,0.0000,90.1600,55,55,23,32,55,0.4182,3471.3900,-0.0143,55,0,1692849600,1760644800
sim-b014-011,batch-014,time_age_min,time-age-min-b014-011,nobel_settled,957,9856.2400,9856.2400,0.0000,-143.7600,0.0000,11.6200,37,37,34,3,37,0.9189,3596.7600,-0.0144,37,0,1694059200,1759204800
sim-b014-005,batch-014,time_age_min,time-age-min-b014-005,nobel_settled,958,9854.1400,9854.1400,0.0000,-145.8600,0.0000,11.5500,38,38,35,3,38,0.9211,3696.8600,-0.0146,38,0,1694059200,1760374800
sim-b011-089,batch-011,event_rotation,event-rotation-b011-089,nobel_settled,959,9853.7300,9853.7300,0.0000,-146.2700,0.0000,13.3400,5,5,3,2,5,0.6000,497.2700,-0.0146,5,0,1733374800,1759636800
sim-b016-030,batch-016,big_move_fade,big-move-fade-b016-030,nobel_settled,960,9852.1700,9852.1700,0.0000,-147.8300,0.0000,68.5400,29,29,11,18,29,0.3793,2129.8300,-0.0148,29,0,1695268800,1760349600
sim-b015-090,batch-015,placebo_volume_spike_follow,placebo-volume-spike-follow-b015-090,nobel_settled,961,9851.6000,9851.6000,0.0000,-148.4000,0.0000,74.8900,39,39,18,21,39,0.4615,2763.4000,-0.0148,39,0,1694145600,1760349600
sim-b001-006,batch-001,null_model,null-model-b001-006,nobel_settled,962,9851.4400,9851.4400,0.0000,-148.5600,0.0000,58.6900,45,45,19,26,45,0.4222,2503.5600,-0.0149,45,0,1694059200,1760551200
sim-b014-008,batch-014,time_age_min,time-age-min-b014-008,nobel_settled,963,9851.4300,9851.4300,0.0000,-148.5700,0.0000,11.3400,37,37,34,3,37,0.9189,3596.5700,-0.0149,37,0,1694059200,1759118400
sim-b015-088,batch-015,placebo_oi_growth_follow,placebo-oi-growth-follow-b015-088,nobel_settled,964,9847.6200,9847.6200,0.0000,-152.3800,0.0000,57.6800,39,39,27,12,39,0.6923,3484.3800,-0.0152,39,0,1694145600,1760349600
sim-b001-020,batch-001,null_model,null-model-b001-020,nobel_settled,965,9847.4300,9847.4300,0.0000,-152.5700,0.0000,73.3000,57,57,21,36,57,0.3684,3147.5700,-0.0153,57,0,1693972800,1760644800
sim-b012-051,batch-012,longshot_no_writer,longshot-no-writer-b012-051,nobel_settled,966,9843.3000,9843.3000,0.0000,-156.7000,0.0000,10.9900,48,48,45,3,48,0.9375,4702.7000,-0.0157,48,0,1694059200,1760382000
sim-b016-060,batch-016,run_follow,run-follow-b016-060,nobel_settled,967,9840.6900,9840.6900,0.0000,-159.3100,0.0000,8.9600,6,6,4,2,6,0.6667,495.3100,-0.0159,6,0,1738904400,1760119200
sim-b012-052,batch-012,longshot_no_writer,longshot-no-writer-b012-052,nobel_settled,968,9839.4200,9839.4200,0.0000,-160.5800,0.0000,10.7100,48,48,45,3,48,0.9375,4702.5800,-0.0161,48,0,1694059200,1760382000
sim-b017-073,batch-017,ladder_pyramid,ladder-pyramid-b017-073,nobel_settled,969,9838.5100,9838.5100,0.0000,-161.4900,0.0000,4.8900,3,2,1,1,2,0.5000,169.4900,-0.0161,2,0,1760068800,1760119200
sim-b017-074,batch-017,ladder_pyramid,ladder-pyramid-b017-074,nobel_settled,969,9838.5100,9838.5100,0.0000,-161.4900,0.0000,4.8900,3,2,1,1,2,0.5000,169.4900,-0.0161,2,0,1760068800,1760119200
sim-b017-075,batch-017,ladder_pyramid,ladder-pyramid-b017-075,nobel_settled,969,9838.5100,9838.5100,0.0000,-161.4900,0.0000,4.8900,3,2,1,1,2,0.5000,169.4900,-0.0161,2,0,1760068800,1760119200
sim-b017-076,batch-017,ladder_pyramid,ladder-pyramid-b017-076,nobel_settled,969,9838.5100,9838.5100,0.0000,-161.4900,0.0000,4.8900,3,2,1,1,2,0.5000,169.4900,-0.0161,2,0,1760068800,1760119200
sim-b017-065,batch-017,ladder_average_down,ladder-average-down-b017-065,nobel_settled,973,9837.1200,9837.1200,0.0000,-162.8800,0.0000,6.2800,3,2,1,1,2,0.5000,162.8800,-0.0163,2,0,1760068800,1760130000
sim-b017-067,batch-017,ladder_average_down,ladder-average-down-b017-067,nobel_settled,973,9837.1200,9837.1200,0.0000,-162.8800,0.0000,6.2800,3,2,1,1,2,0.5000,162.8800,-0.0163,2,0,1760068800,1760130000
sim-b017-069,batch-017,ladder_average_down,ladder-average-down-b017-069,nobel_settled,973,9837.1200,9837.1200,0.0000,-162.8800,0.0000,6.2800,3,2,1,1,2,0.5000,162.8800,-0.0163,2,0,1760068800,1760130000
sim-b001-052,batch-001,null_model,null-model-b001-052,nobel_settled,976,9835.3000,9835.3000,0.0000,-164.7000,0.0000,53.8400,37,37,17,20,37,0.4595,2394.7000,-0.0165,37,0,1738213200,1760594400
sim-b017-071,batch-017,ladder_average_down,ladder-average-down-b017-071,nobel_settled,977,9834.3300,9834.3300,0.0000,-165.6700,0.0000,8.5300,3,2,1,1,2,0.5000,165.6700,-0.0166,2,0,1760068800,1760137200
sim-b006-097,batch-006,mean_reversion,mean-reversion-b006-097,nobel_settled,978,9833.6700,9833.6700,0.0000,-166.3300,0.0000,34.0600,9,3,1,5,6,0.1667,167.9000,-0.0166,5,0,1750478400,1760349600
sim-b011-036,batch-011,event_leader,event-leader-b011-036,nobel_settled,979,9831.2600,9831.2600,0.0000,-168.7400,0.0000,11.6800,3,3,1,2,3,0.3333,168.7400,-0.0169,3,0,1744689600,1760068800
sim-b011-040,batch-011,event_leader,event-leader-b011-040,nobel_settled,979,9831.2600,9831.2600,0.0000,-168.7400,0.0000,11.6800,3,3,1,2,3,0.3333,168.7400,-0.0169,3,0,1744689600,1760068800
sim-b011-044,batch-011,event_leader,event-leader-b011-044,nobel_settled,979,9831.2600,9831.2600,0.0000,-168.7400,0.0000,11.6800,3,3,1,2,3,0.3333,168.7400,-0.0169,3,0,1744689600,1760068800
sim-b011-035,batch-011,event_leader,event-leader-b011-035,nobel_settled,982,9831.1800,9831.1800,0.0000,-168.8200,0.0000,11.6100,3,3,1,2,3,0.3333,168.8200,-0.0169,3,0,1744603200,1760068800
sim-b011-039,batch-011,event_leader,event-leader-b011-039,nobel_settled,982,9831.1800,9831.1800,0.0000,-168.8200,0.0000,11.6100,3,3,1,2,3,0.3333,168.8200,-0.0169,3,0,1744603200,1760068800
sim-b011-043,batch-011,event_leader,event-leader-b011-043,nobel_settled,982,9831.1800,9831.1800,0.0000,-168.8200,0.0000,11.6100,3,3,1,2,3,0.3333,168.8200,-0.0169,3,0,1744603200,1760068800
sim-b011-091,batch-011,placebo_event_leader,placebo-event-leader-b011-091,nobel_settled,982,9831.1800,9831.1800,0.0000,-168.8200,0.0000,11.6100,3,3,1,2,3,0.3333,310.8200,-0.0169,3,0,1744603200,1760068800
sim-b011-061,batch-011,event_field_no,event-field-no-b011-061,nobel_settled,986,9830.7200,9830.7200,0.0000,-169.2800,0.0000,10.0800,46,46,43,3,46,0.9348,4502.2800,-0.0169,46,0,1694059200,1760349600
sim-b006-037,batch-006,mean_reversion,mean-reversion-b006-037,nobel_settled,987,9827.2400,9827.2400,0.0000,-172.7600,0.0000,47.4600,12,4,1,7,8,0.1250,211.7200,-0.0173,7,0,1739509200,1760349600
sim-b014-073,batch-014,time_utc_hour,time-utc-hour-b014-073,nobel_settled,988,9825.2800,9825.2800,0.0000,-174.7200,0.0000,5.2700,2,2,0,2,2,0.0000,174.7200,-0.0175,2,0,1759950000,1760119200
sim-b001-059,batch-001,null_model,null-model-b001-059,nobel_settled,989,9824.7200,9824.7200,0.0000,-175.2800,0.0000,49.4400,33,33,17,16,33,0.5152,2264.2800,-0.0175,33,0,1692158400,1760652000
sim-b016-031,batch-016,big_move_follow,big-move-follow-b016-031,nobel_settled,990,9824.4600,9824.4600,0.0000,-175.5400,0.0000,22.6400,12,12,9,3,12,0.7500,1102.5400,-0.0176,12,0,1733374800,1760349600
sim-b016-050,batch-016,bollinger_revert,bollinger-revert-b016-050,nobel_settled,991,9823.2400,9823.2400,0.0000,-176.7600,0.0000,68.9200,33,33,14,19,33,0.4242,2314.7600,-0.0177,33,0,1733374800,1760155200
sim-b016-008,batch-016,ma_crossover,ma-crossover-b016-008,nobel_settled,992,9818.9100,9818.9100,0.0000,-181.0900,0.0000,12.2400,6,6,4,2,6,0.6667,611.0900,-0.0181,6,0,1738299600,1760238000
sim-b019-096,batch-019,placebo_ablation_delayed_entry,placebo-ablation-delayed-entry-b019-096,nobel_settled,992,9818.9100,9818.9100,0.0000,-181.0900,0.0000,10.1700,12,12,6,6,12,0.5000,799.0900,-0.0181,12,0,1737608400,1760421600
