p,b,f,s,u,r,eq,cash,mtm,real,unreal,fees,n,sett,w,l,trips,wr,dd,roi,mkts,open,t0,t1
sim-b017-046,batch-017,cash_fraction_size,cash-fraction-size-b017-046,nobel_forward,702,9949.2700,7484.0110,2465.2590,0.0000,-50.7300,19.4500,58,0,0,0,0,,50.7300,-0.0051,58,58,1760500800,1789686000
sim-b013-051,batch-013,learned_logit_slope,learned-logit-slope-b013-051,nobel_forward,703,9948.3000,9097.9500,850.3500,0.0000,-51.7000,6.0200,9,0,0,0,0,,51.7000,-0.0052,9,9,1782878400,1782964800
sim-b013-052,batch-013,learned_logit_slope,learned-logit-slope-b013-052,nobel_forward,703,9948.3000,9097.9500,850.3500,0.0000,-51.7000,6.0200,9,0,0,0,0,,51.7000,-0.0052,9,9,1782878400,1782964800
sim-b013-061,batch-013,learned_logit_slope,learned-logit-slope-b013-061,nobel_forward,703,9948.3000,9097.9500,850.3500,0.0000,-51.7000,6.0200,9,0,0,0,0,,51.7000,-0.0052,9,9,1782878400,1782964800
sim-b013-062,batch-013,learned_logit_slope,learned-logit-slope-b013-062,nobel_forward,703,9948.3000,9097.9500,850.3500,0.0000,-51.7000,6.0200,9,0,0,0,0,,51.7000,-0.0052,9,9,1782878400,1782964800
sim-b020-022,batch-020,logit_momentum_agree,logit-momentum-agree-b020-022,nobel_forward,707,9944.9490,7395.4040,2549.5450,0.0000,-55.0510,18.6000,26,0,0,0,0,,55.0510,-0.0055,26,26,1760760000,1789963200
sim-b012-041,batch-012,longshot_no_writer,longshot-no-writer-b012-041,nobel_forward,708,9942.8770,8098.5000,1844.3770,0.0000,-57.1230,1.9600,19,0,0,0,0,,57.1230,-0.0057,19,19,1767416400,1790222400
sim-b012-042,batch-012,longshot_no_writer,longshot-no-writer-b012-042,nobel_forward,708,9942.8770,8098.5000,1844.3770,0.0000,-57.1230,1.9600,19,0,0,0,0,,57.1230,-0.0057,19,19,1767416400,1790222400
sim-b012-043,batch-012,longshot_no_writer,longshot-no-writer-b012-043,nobel_forward,708,9942.8770,8098.5000,1844.3770,0.0000,-57.1230,1.9600,19,0,0,0,0,,57.1230,-0.0057,19,19,1767416400,1790222400
sim-b011-003,batch-011,event_normalized,event-normalized-b011-003,nobel_forward,711,9942.1100,9894.5100,47.6000,0.0000,-57.8900,5.5300,1,0,0,0,0,,57.8900,-0.0058,1,1,1769230800,1769230800
sim-b011-004,batch-011,event_normalized,event-normalized-b011-004,nobel_forward,711,9942.1100,9894.5100,47.6000,0.0000,-57.8900,5.5300,1,0,0,0,0,,57.8900,-0.0058,1,1,1769230800,1769230800
sim-b013-036,batch-013,learned_base_rate,learned-base-rate-b013-036,nobel_forward,713,9941.7400,6887.4200,3054.3200,0.0000,-58.2600,34.1400,31,0,0,0,0,,58.2600,-0.0058,31,31,1760500800,1790262000
sim-b013-038,batch-013,learned_base_rate,learned-base-rate-b013-038,nobel_forward,713,9941.7400,6887.4200,3054.3200,0.0000,-58.2600,34.1400,31,0,0,0,0,,58.2600,-0.0058,31,31,1760500800,1790262000
sim-b020-061,batch-020,null_matched_rate,null-matched-rate-b020-061,nobel_forward,715,9939.1420,8695.9720,1243.1700,0.0000,-60.8580,10.6200,13,0,0,0,0,,60.8580,-0.0061,13,13,1766120400,1788580800
sim-b013-003,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-003,nobel_forward,716,9938.1610,7653.5730,2284.5880,0.0000,-61.8390,28.3600,27,0,0,0,0,,61.8390,-0.0062,27,27,1761019200,1790136000
sim-b013-022,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-022,nobel_forward,717,9937.3800,6285.9100,3651.4700,0.0000,-62.6200,38.6200,37,0,0,0,0,,62.6200,-0.0063,37,37,1760500800,1790262000
sim-b013-024,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-024,nobel_forward,717,9937.3800,6285.9100,3651.4700,0.0000,-62.6200,38.6200,37,0,0,0,0,,62.6200,-0.0063,37,37,1760500800,1790262000
sim-b012-031,batch-012,logit_scale,logit-scale-b012-031,nobel_forward,719,9935.0010,5489.1510,4445.8500,0.0000,-64.9990,39.6000,45,0,0,0,0,,64.9990,-0.0065,45,45,1760500800,1787803200
sim-b017-024,batch-017,fixed_contracts,fixed-contracts-b017-024,nobel_forward,720,9933.9600,8446.2600,1487.7000,0.0000,-66.0400,8.3400,67,0,0,0,0,,66.0400,-0.0066,67,67,1761969600,1789578000
sim-b012-044,batch-012,longshot_no_writer,longshot-no-writer-b012-044,nobel_forward,721,9931.8250,7598.9660,2332.8590,0.0000,-68.1750,4.0200,24,0,0,0,0,,68.1750,-0.0068,24,24,1767416400,1790049600
sim-b014-066,batch-014,time_utc_hour,time-utc-hour-b014-066,nobel_forward,722,9928.8700,9909.3700,19.5000,0.0000,-71.1300,5.6300,3,0,0,0,0,,71.1300,-0.0071,3,3,1789632000,1789632000
sim-b011-066,batch-011,event_field_no,event-field-no-b011-066,nobel_forward,723,9928.3360,7598.2380,2330.0980,0.0000,-71.6640,3.7400,24,0,0,0,0,,71.6640,-0.0072,24,24,1767675600,1790049600
sim-b011-060,batch-011,event_field_no,event-field-no-b011-060,nobel_forward,724,9927.3960,7598.2780,2329.1180,0.0000,-72.6040,3.6700,24,0,0,0,0,,72.6040,-0.0073,24,24,1767416400,1790049600
sim-b011-063,batch-011,event_field_no,event-field-no-b011-063,nobel_forward,724,9927.3960,7598.2780,2329.1180,0.0000,-72.6040,3.6700,24,0,0,0,0,,72.6040,-0.0073,24,24,1767416400,1790049600
sim-b012-045,batch-012,longshot_no_writer,longshot-no-writer-b012-045,nobel_forward,724,9927.3960,7598.2780,2329.1180,0.0000,-72.6040,3.6700,24,0,0,0,0,,72.6040,-0.0073,24,24,1767416400,1790049600
sim-b012-046,batch-012,longshot_no_writer,longshot-no-writer-b012-046,nobel_forward,724,9927.3960,7598.2780,2329.1180,0.0000,-72.6040,3.6700,24,0,0,0,0,,72.6040,-0.0073,24,24,1767416400,1790049600
sim-b011-047,batch-011,event_leader,event-leader-b011-047,nobel_forward,728,9924.8200,9895.4200,29.4000,0.0000,-75.1800,4.6200,1,0,0,0,0,,75.1800,-0.0075,1,1,1785729600,1785729600
sim-b011-048,batch-011,event_leader,event-leader-b011-048,nobel_forward,728,9924.8200,9895.4200,29.4000,0.0000,-75.1800,4.6200,1,0,0,0,0,,75.1800,-0.0075,1,1,1785729600,1785729600
sim-b011-089,batch-011,event_rotation,event-rotation-b011-089,nobel_forward,730,9924.4800,9693.4800,231.0000,0.0000,-75.5200,6.9300,3,0,0,0,0,,75.5200,-0.0076,3,3,1782878400,1788148800
sim-b013-010,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-010,nobel_forward,731,9924.1700,6387.9000,3536.2700,0.0000,-75.8300,37.3500,36,0,0,0,0,,75.8300,-0.0076,36,36,1760500800,1790262000
sim-b013-012,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-012,nobel_forward,731,9924.1700,6387.9000,3536.2700,0.0000,-75.8300,37.3500,36,0,0,0,0,,75.8300,-0.0076,36,36,1760500800,1790262000
sim-b017-048,batch-017,cash_fraction_size,cash-fraction-size-b017-048,nobel_forward,733,9920.2980,5576.2390,4344.0590,0.0000,-79.7020,34.3900,58,0,0,0,0,,79.7020,-0.0080,58,58,1760500800,1789686000
sim-b013-020,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-020,nobel_forward,734,9918.4700,6692.5400,3225.9300,0.0000,-81.5300,29.8200,33,0,0,0,0,,81.5300,-0.0082,33,33,1761019200,1789617600
sim-b011-080,batch-011,event_leader_change,event-leader-change-b011-080,nobel_forward,735,9918.2100,9790.2000,128.0100,0.0000,-81.7900,9.9400,2,0,0,0,0,,81.7900,-0.0082,2,2,1781064000,1784088000
sim-b013-025,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-025,nobel_forward,736,9915.4610,7409.0930,2506.3680,0.0000,-84.5390,33.8400,30,0,0,0,0,,84.5390,-0.0085,30,30,1760760000,1790276400
sim-b014-074,batch-014,time_utc_hour,time-utc-hour-b014-074,nobel_forward,737,9914.5500,9895.0500,19.5000,0.0000,-85.4500,6.4500,3,0,0,0,0,,85.4500,-0.0085,3,3,1789599600,1789599600
sim-b014-070,batch-014,time_utc_hour,time-utc-hour-b014-070,nobel_forward,738,9912.9600,9893.4600,19.5000,0.0000,-87.0400,6.5400,3,0,0,0,0,,87.0400,-0.0087,3,3,1789578000,1789578000
sim-b013-017,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-017,nobel_forward,739,9912.8510,4890.6330,5022.2180,0.0000,-87.1490,42.5400,51,0,0,0,0,,87.1490,-0.0087,51,51,1760500800,1790136000
sim-b020-021,batch-020,logit_momentum_agree,logit-momentum-agree-b020-021,nobel_forward,740,9911.9210,6490.7060,3421.2150,0.0000,-88.0790,24.9600,35,0,0,0,0,,88.0790,-0.0088,35,35,1760587200,1789963200
sim-b013-049,batch-013,learned_logit_slope,learned-logit-slope-b013-049,nobel_forward,741,9910.4300,9050.0800,860.3500,0.0000,-89.5700,8.8900,10,0,0,0,0,,89.5700,-0.0090,10,10,1782878400,1784088000
sim-b013-050,batch-013,learned_logit_slope,learned-logit-slope-b013-050,nobel_forward,741,9910.4300,9050.0800,860.3500,0.0000,-89.5700,8.8900,10,0,0,0,0,,89.5700,-0.0090,10,10,1782878400,1784088000
sim-b017-034,batch-017,edge_scaled_size,edge-scaled-size-b017-034,nobel_forward,743,9909.9880,6624.3880,3285.6000,0.0000,-90.0120,26.2800,62,0,0,0,0,,90.0120,-0.0090,62,62,1760500800,1789675200
sim-b012-047,batch-012,longshot_no_writer,longshot-no-writer-b012-047,nobel_forward,744,9908.2210,7097.1300,2811.0910,0.0000,-91.7790,7.2400,29,0,0,0,0,,91.7790,-0.0092,29,29,1767416400,1789902000
sim-b019-021,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-021,nobel_forward,745,9901.3700,9684.7900,216.5800,0.0000,-98.6300,15.4700,3,0,0,0,0,,98.6300,-0.0099,3,3,1784088000,1787803200
sim-b013-076,batch-013,learned_age_calibration,learned-age-calibration-b013-076,nobel_forward,746,9896.2010,4986.1210,4910.0800,0.0000,-103.7990,46.0300,50,0,0,0,0,,103.7990,-0.0104,50,50,1760500800,1790262000
sim-b013-029,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-029,nobel_forward,747,9894.6310,5184.0610,4710.5700,0.0000,-105.3690,44.9800,48,0,0,0,0,,105.3690,-0.0105,48,48,1760500800,1790262000
sim-b012-003,batch-012,logit_scale,logit-scale-b012-003,nobel_forward,748,9894.5540,5591.3360,4303.2180,0.0000,-105.4460,36.3500,44,0,0,0,0,,105.4460,-0.0105,44,44,1760760000,1790136000
sim-b013-006,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-006,nobel_forward,749,9893.1400,6288.5200,3604.6200,0.0000,-106.8600,32.7500,37,0,0,0,0,,106.8600,-0.0107,37,37,1760760000,1787112000
sim-b020-012,batch-020,ensemble_crowd_fade,ensemble-crowd-fade-b020-012,nobel_forward,750,9891.8200,9391.0400,500.7800,0.0000,-108.1800,12.1600,6,0,0,0,0,,108.1800,-0.0108,6,6,1761019200,1789617600
sim-b011-094,batch-011,placebo_event_leader,placebo-event-leader-b011-094,nobel_forward,751,9890.0840,9688.4600,201.6240,0.0000,-109.9160,11.9000,3,0,0,0,0,,109.9160,-0.0110,3,3,1760500800,1785729600
sim-b017-060,batch-017,cash_reserve_gate,cash-reserve-gate-b017-060,nobel_forward,752,9885.4600,4991.4700,4893.9900,0.0000,-114.5400,39.1900,50,0,0,0,0,,114.5400,-0.0115,50,50,1760500800,1782878400
sim-b013-005,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-005,nobel_forward,753,9882.5010,5092.7830,4789.7180,0.0000,-117.4990,39.6400,49,0,0,0,0,,117.4990,-0.0117,49,49,1760500800,1790136000
sim-b013-028,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-028,nobel_forward,754,9881.1000,6489.6500,3391.4500,0.0000,-118.9000,30.9300,35,0,0,0,0,,118.9000,-0.0119,35,35,1778904000,1787112000
sim-b013-027,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-027,nobel_forward,755,9880.3210,5180.7630,4699.5580,0.0000,-119.6790,39.6000,49,0,0,0,0,,119.6790,-0.0120,49,49,1760760000,1790276400
sim-b020-066,batch-020,null_matched_rate,null-matched-rate-b020-066,nobel_forward,756,9879.9600,7894.0000,1985.9600,0.0000,-120.0400,15.6200,21,0,0,0,0,,120.0400,-0.0120,21,21,1761105600,1790136000
sim-b012-021,batch-012,logit_scale,logit-scale-b012-021,nobel_forward,757,9879.8810,4592.1430,5287.7380,0.0000,-120.1190,43.1700,54,0,0,0,0,,120.1190,-0.0120,54,54,1760500800,1790136000
sim-b011-026,batch-011,event_overround_no,event-overround-no-b011-026,nobel_forward,758,9879.6210,8301.3610,1578.2600,0.0000,-120.3790,9.7200,17,0,0,0,0,,120.3790,-0.0120,17,17,1778990400,1783051200
sim-b012-029,batch-012,logit_scale,logit-scale-b012-029,nobel_forward,759,9879.0950,4291.6490,5587.4460,0.0000,-120.9050,43.7900,57,0,0,0,0,,120.9050,-0.0121,57,57,1760500800,1789686000
sim-b017-035,batch-017,edge_scaled_size,edge-scaled-size-b017-035,nobel_forward,760,9877.0560,5683.9640,4193.0920,0.0000,-122.9440,33.1600,58,0,0,0,0,,122.9440,-0.0123,58,58,1760500800,1789686000
sim-b013-008,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-008,nobel_forward,761,9876.5600,6288.6000,3587.9600,0.0000,-123.4400,31.9900,37,0,0,0,0,,123.4400,-0.0123,37,37,1761451200,1787112000
sim-b012-048,batch-012,longshot_no_writer,longshot-no-writer-b012-048,nobel_forward,762,9873.6420,6997.4740,2876.1680,0.0000,-126.3580,5.4200,30,0,0,0,0,,126.3580,-0.0126,30,30,1762491600,1789578000
sim-b014-016,batch-014,time_age_max,time-age-max-b014-016,nobel_forward,763,9872.1300,8098.8000,1773.3300,0.0000,-127.8700,10.5700,19,0,0,0,0,,127.8700,-0.0128,19,19,1782878400,1782878400
sim-b013-021,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-021,nobel_forward,764,9872.1110,4587.0930,5285.0180,0.0000,-127.8890,47.6400,54,0,0,0,0,,127.8890,-0.0128,54,54,1760500800,1790262000
sim-b013-023,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-023,nobel_forward,764,9872.1110,4587.0930,5285.0180,0.0000,-127.8890,47.6400,54,0,0,0,0,,127.8890,-0.0128,54,54,1760500800,1790262000
sim-b012-049,batch-012,longshot_no_writer,longshot-no-writer-b012-049,nobel_forward,766,9871.7220,6997.5340,2874.1880,0.0000,-128.2780,5.2800,30,0,0,0,0,,128.2780,-0.0128,30,30,1762491600,1789578000
sim-b012-011,batch-012,logit_scale,logit-scale-b012-011,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b017-007,batch-017,kelly_fraction,kelly-fraction-b017-007,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b017-010,batch-017,kelly_fraction,kelly-fraction-b017-010,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b017-013,batch-017,kelly_fraction,kelly-fraction-b017-013,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b017-039,batch-017,edge_scaled_size,edge-scaled-size-b017-039,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b017-058,batch-017,cash_reserve_gate,cash-reserve-gate-b017-058,nobel_forward,767,9871.2150,4191.6190,5679.5960,0.0000,-128.7850,43.8600,58,0,0,0,0,,128.7850,-0.0129,58,58,1760500800,1789686000
sim-b015-076,batch-015,stale_quote_drift,stale-quote-drift-b015-076,nobel_forward,773,9871.0690,8294.5410,1576.5280,0.0000,-128.9310,12.3000,17,0,0,0,0,,128.9310,-0.0129,17,17,1779249600,1789642800
sim-b015-022,batch-015,oi_decline_fade,oi-decline-fade-b015-022,nobel_forward,774,9870.5500,9650.0700,220.4800,0.0000,-129.4500,15.1700,5,0,0,0,0,,129.4500,-0.0129,5,5,1770613200,1787284800
sim-b017-026,batch-017,fixed_contracts,fixed-contracts-b017-026,nobel_forward,775,9868.1300,6892.7300,2975.4000,0.0000,-131.8700,16.4700,67,0,0,0,0,,131.8700,-0.0132,67,67,1761969600,1789578000
sim-b017-052,batch-017,payout_target_size,payout-target-size-b017-052,nobel_forward,775,9868.1300,6892.7300,2975.4000,0.0000,-131.8700,16.4700,67,0,0,0,0,,131.8700,-0.0132,67,67,1761969600,1789578000
sim-b016-009,batch-016,ma_crossover,ma-crossover-b016-009,nobel_forward,777,9868.1110,9100.0710,768.0400,0.0000,-131.8890,9.4600,9,0,0,0,0,,131.8890,-0.0132,9,9,1783656000,1789617600
sim-b015-018,batch-015,oi_decline_fade,oi-decline-fade-b015-018,nobel_forward,778,9867.4500,9549.7900,317.6600,0.0000,-132.5500,16.0100,6,0,0,0,0,,132.5500,-0.0133,6,6,1770613200,1787284800
sim-b012-001,batch-012,logit_scale,logit-scale-b012-001,nobel_forward,779,9867.3970,3991.9530,5875.4440,0.0000,-132.6030,44.3100,60,0,0,0,0,,132.6030,-0.0133,60,60,1760500800,1789682400
sim-b012-087,batch-012,fee_aware_logit,fee-aware-logit-b012-087,nobel_forward,780,9865.3610,3991.1470,5874.2140,0.0000,-134.6390,44.1500,60,0,0,0,0,,134.6390,-0.0135,60,60,1760500800,1789675200
sim-b012-081,batch-012,fee_aware_logit,fee-aware-logit-b012-081,nobel_forward,781,9864.7150,4292.7490,5571.9660,0.0000,-135.2850,43.4300,57,0,0,0,0,,135.2850,-0.0135,57,57,1760760000,1789686000
sim-b013-035,batch-013,learned_base_rate,learned-base-rate-b013-035,nobel_forward,782,9864.6500,4885.5100,4979.1400,0.0000,-135.3500,46.2400,51,0,0,0,0,,135.3500,-0.0135,51,51,1760500800,1790262000
sim-b013-037,batch-013,learned_base_rate,learned-base-rate-b013-037,nobel_forward,782,9864.6500,4885.5100,4979.1400,0.0000,-135.3500,46.2400,51,0,0,0,0,,135.3500,-0.0135,51,51,1760500800,1790262000
sim-b013-044,batch-013,learned_base_rate,learned-base-rate-b013-044,nobel_forward,782,9864.6500,4885.5100,4979.1400,0.0000,-135.3500,46.2400,51,0,0,0,0,,135.3500,-0.0135,51,51,1760500800,1790262000
sim-b011-023,batch-011,event_overround_no,event-overround-no-b011-023,nobel_forward,785,9864.1320,6800.0220,3064.1100,0.0000,-135.8680,13.8400,32,0,0,0,0,,135.8680,-0.0136,32,32,1778990400,1786075200
sim-b017-036,batch-017,edge_scaled_size,edge-scaled-size-b017-036,nobel_forward,786,9863.9010,4236.0440,5627.8570,0.0000,-136.0990,42.7200,62,0,0,0,0,,136.0990,-0.0136,62,62,1760500800,1789675200
sim-b013-007,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-007,nobel_forward,787,9863.5710,5093.1530,4770.4180,0.0000,-136.4290,38.7400,49,0,0,0,0,,136.4290,-0.0136,49,49,1761019200,1790136000
sim-b014-020,batch-014,time_age_max,time-age-max-b014-020,nobel_forward,788,9863.4980,7598.5000,2264.9980,0.0000,-136.5020,10.9200,24,0,0,0,0,,136.5020,-0.0137,24,24,1776312000,1789578000
sim-b017-037,batch-017,edge_scaled_size,edge-scaled-size-b017-037,nobel_forward,789,9863.4050,4208.2990,5655.1060,0.0000,-136.5950,43.4700,58,0,0,0,0,,136.5950,-0.0137,58,58,1760500800,1789686000
sim-b011-020,batch-011,event_overround_no,event-overround-no-b011-020,nobel_forward,790,9863.0140,6799.8540,3063.1600,0.0000,-136.9860,13.7800,32,0,0,0,0,,136.9860,-0.0137,32,32,1778990400,1786075200
sim-b015-081,batch-015,turnover_fade,turnover-fade-b015-081,nobel_forward,791,9861.8600,8600.0360,1261.8240,0.0000,-138.1400,27.4800,16,0,0,0,0,,138.1400,-0.0138,16,16,1761796800,1789675200
sim-b020-028,batch-020,logit_only_conflict,logit-only-conflict-b020-028,nobel_forward,792,9861.4490,4589.4140,5272.0350,0.0000,-138.5510,39.7800,54,0,0,0,0,,138.5510,-0.0139,54,54,1760500800,1789963200
sim-b020-067,batch-020,null_matched_rate,null-matched-rate-b020-067,nobel_forward,793,9860.9400,7994.0700,1866.8700,0.0000,-139.0600,14.9600,20,0,0,0,0,,139.0600,-0.0139,20,20,1761624000,1789099200
sim-b012-019,batch-012,logit_scale,logit-scale-b012-019,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b017-005,batch-017,kelly_fraction,kelly-fraction-b017-005,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b017-008,batch-017,kelly_fraction,kelly-fraction-b017-008,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b017-011,batch-017,kelly_fraction,kelly-fraction-b017-011,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b017-014,batch-017,kelly_fraction,kelly-fraction-b017-014,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b017-016,batch-017,kelly_fraction,kelly-fraction-b017-016,nobel_forward,794,9860.1010,3890.8470,5969.2540,0.0000,-139.8990,44.1500,61,0,0,0,0,,139.8990,-0.0140,61,61,1760500800,1789675200
sim-b012-009,batch-012,logit_scale,logit-scale-b012-009,nobel_forward,800,9859.9910,3790.8470,6069.1440,0.0000,-140.0090,44.2900,62,0,0,0,0,,140.0090,-0.0140,62,62,1760500800,1789675200
sim-b013-057,batch-013,learned_logit_slope,learned-logit-slope-b013-057,nobel_forward,801,9858.8810,4392.7510,5466.1300,0.0000,-141.1190,42.8800,56,0,0,0,0,,141.1190,-0.0141,56,56,1769317200,1784520000
sim-b013-058,batch-013,learned_logit_slope,learned-logit-slope-b013-058,nobel_forward,801,9858.8810,4392.7510,5466.1300,0.0000,-141.1190,42.8800,56,0,0,0,0,,141.1190,-0.0141,56,56,1769317200,1784520000
sim-b013-065,batch-013,learned_logit_slope,learned-logit-slope-b013-065,nobel_forward,801,9858.8810,4392.7510,5466.1300,0.0000,-141.1190,42.8800,56,0,0,0,0,,141.1190,-0.0141,56,56,1769317200,1784520000
sim-b012-079,batch-012,fee_aware_logit,fee-aware-logit-b012-079,nobel_forward,804,9858.6510,3891.0570,5967.5940,0.0000,-141.3490,44.0800,61,0,0,0,0,,141.3490,-0.0141,61,61,1760500800,1789675200
sim-b012-093,batch-012,fee_aware_logit,fee-aware-logit-b012-093,nobel_forward,805,9855.1010,3790.5870,6064.5140,0.0000,-144.8990,43.9400,62,0,0,0,0,,144.8990,-0.0145,62,62,1760500800,1789675200
sim-b016-064,batch-016,run_fade,run-fade-b016-064,nobel_forward,806,9853.6000,9604.8400,248.7600,0.0000,-146.4000,17.2500,7,0,0,0,0,,146.4000,-0.0146,7,7,1771909200,1789934400
sim-b012-027,batch-012,logit_scale,logit-scale-b012-027,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-006,batch-017,kelly_fraction,kelly-fraction-b017-006,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-009,batch-017,kelly_fraction,kelly-fraction-b017-009,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-012,batch-017,kelly_fraction,kelly-fraction-b017-012,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-015,batch-017,kelly_fraction,kelly-fraction-b017-015,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-038,batch-017,edge_scaled_size,edge-scaled-size-b017-038,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-040,batch-017,edge_scaled_size,edge-scaled-size-b017-040,nobel_forward,807,9853.2410,3790.5870,6062.6540,0.0000,-146.7590,43.8000,62,0,0,0,0,,146.7590,-0.0147,62,62,1760500800,1789675200
sim-b017-004,batch-017,kelly_fraction,kelly-fraction-b017-004,nobel_forward,814,9853.1150,4239.6190,5613.4960,0.0000,-146.8850,42.7500,58,0,0,0,0,,146.8850,-0.0147,58,58,1760500800,1789686000
sim-b013-098,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-098,nobel_forward,815,9852.7500,8373.8800,1478.8700,0.0000,-147.2500,39.8000,19,0,0,0,0,,147.2500,-0.0147,19,19,1760500800,1787803200
sim-b016-083,batch-016,fade_the_rally,fade-the-rally-b016-083,nobel_forward,816,9851.4390,6793.5940,3057.8450,0.0000,-148.5610,18.8900,32,0,0,0,0,,148.5610,-0.0149,32,32,1761537600,1790136000
sim-b020-072,batch-020,null_matched_rate,null-matched-rate-b020-072,nobel_forward,817,9851.0700,6988.5800,2862.4900,0.0000,-148.9300,25.3400,30,0,0,0,0,,148.9300,-0.0149,30,30,1760760000,1790269200
sim-b011-070,batch-011,event_concentration,event-concentration-b011-070,nobel_forward,818,9850.2000,9790.8900,59.3100,0.0000,-149.8000,9.3100,2,0,0,0,0,,149.8000,-0.0150,2,2,1760500800,1782100800
sim-b011-078,batch-011,event_leader_change,event-leader-change-b011-078,nobel_forward,818,9850.2000,9685.1900,165.0100,0.0000,-149.8000,15.0500,3,0,0,0,0,,149.8000,-0.0150,3,3,1778644800,1784088000
sim-b015-080,batch-015,turnover_fade,turnover-fade-b015-080,nobel_forward,820,9849.4200,8333.4200,1516.0000,0.0000,-150.5800,28.9900,18,0,0,0,0,,150.5800,-0.0151,18,18,1760500800,1789617600
sim-b017-003,batch-017,kelly_fraction,kelly-fraction-b017-003,nobel_forward,821,9849.0810,3802.1270,6046.9540,0.0000,-150.9190,43.5400,62,0,0,0,0,,150.9190,-0.0151,62,62,1760500800,1789675200
sim-b011-001,batch-011,event_normalized,event-normalized-b011-001,nobel_forward,822,9847.8000,9741.2000,106.6000,0.0000,-152.2000,13.9600,3,0,0,0,0,,152.2000,-0.0152,3,3,1768712400,1775016000
sim-b011-002,batch-011,event_normalized,event-normalized-b011-002,nobel_forward,822,9847.8000,9741.2000,106.6000,0.0000,-152.2000,13.9600,3,0,0,0,0,,152.2000,-0.0152,3,3,1768712400,1775016000
